;Day;Publisher;impressions;clicks;revenue;viewed_impressions;ctr;price_cpm;view_rate;number_ads;quality;volume;genre
494;02.08.2016;11955;968;4;2,06;313;0,004132;2,13;0,323;5;premium;Small;Special_interest
498;03.08.2016;11955;847;3;2,15;240;0,003542;2,54;0,283;5;premium;Small;Special_interest
502;04.08.2016;11955;786;1;1,47;238;0,001272;1,87;0,303;5;premium;Small;Special_interest
506;05.08.2016;11955;817;0;2,59;236;0,000000;3,17;0,289;5;premium;Small;Special_interest
510;06.08.2016;11955;491;0;0,30;131;0,000000;0,61;0,267;5;premium;Small;Special_interest
514;07.08.2016;11955;479;0;0,24;137;0,000000;0,50;0,286;5;premium;Small;Special_interest
518;08.08.2016;11955;603;1;1,28;171;0,001658;2,13;0,284;5;premium;Small;Special_interest
522;09.08.2016;11955;744;0;1,37;183;0,000000;1,85;0,246;5;premium;Small;Special_interest
526;10.08.2016;11955;807;3;1,44;245;0,003717;1,78;0,304;5;premium;Small;Special_interest
530;11.08.2016;11955;749;0;0,70;210;0,000000;0,94;0,28;5;premium;Small;Special_interest
534;12.08.2016;11955;839;0;2,10;227;0,000000;2,51;0,271;5;premium;Small;Special_interest
538;13.08.2016;11955;524;0;0,39;120;0,000000;0,75;0,229;5;premium;Small;Special_interest
542;14.08.2016;11955;637;0;1,91;162;0,000000;3,00;0,254;5;premium;Small;Special_interest
546;15.08.2016;11955;450;0;0,91;83;0,000000;2,02;0,184;5;premium;Small;Special_interest
549;16.08.2016;11955;601;3;1,44;164;0,004992;2,39;0,273;5;premium;Small;Special_interest
552;17.08.2016;11955;681;3;1,96;192;0,004405;2,88;0,282;5;premium;Small;Special_interest
556;18.08.2016;11955;530;1;0,87;153;0,001887;1,64;0,289;5;premium;Small;Special_interest
560;19.08.2016;11955;512;0;1,39;140;0,000000;2,71;0,273;5;premium;Small;Special_interest
564;20.08.2016;11955;513;2;0,88;129;0,003899;1,72;0,251;5;premium;Small;Special_interest
568;21.08.2016;11955;389;0;1,08;77;0,000000;2,78;0,198;5;premium;Small;Special_interest
572;22.08.2016;11955;342;0;0,66;89;0,000000;1,93;0,26;5;premium;Small;Special_interest
575;23.08.2016;11955;583;0;1,04;147;0,000000;1,78;0,252;5;premium;Small;Special_interest
579;24.08.2016;11955;452;1;0,71;123;0,002212;1,57;0,272;5;premium;Small;Special_interest
583;25.08.2016;11955;618;1;1,32;168;0,001618;2,14;0,272;5;premium;Small;Special_interest
587;26.08.2016;11955;445;0;1,07;133;0,000000;2,40;0,299;5;premium;Small;Special_interest
590;27.08.2016;11955;312;0;0,41;88;0,000000;1,32;0,282;5;premium;Small;Special_interest
594;28.08.2016;11955;437;0;0,69;112;0,000000;1,59;0,256;5;premium;Small;Special_interest
598;29.08.2016;11955;621;2;1,35;191;0,003221;2,18;0,308;5;premium;Small;Special_interest
601;30.08.2016;11955;542;0;1,67;162;0,000000;3,09;0,299;5;premium;Small;Special_interest
604;31.08.2016;11955;337;0;0,61;79;0,000000;1,82;0,234;5;premium;Small;Special_interest
491;01.09.2016;11955;471;0;0,99;113;0,000000;2,11;0,24;5;premium;Small;Special_interest
495;02.09.2016;11955;207;0;0,41;36;0,000000;1,96;0,174;5;premium;Small;Special_interest
499;03.09.2016;11955;205;0;0,27;30;0,000000;1,33;0,146;5;premium;Small;Special_interest
503;04.09.2016;11955;458;0;0,67;85;0,000000;1,46;0,186;5;premium;Small;Special_interest
507;05.09.2016;11955;632;0;2,19;142;0,000000;3,46;0,225;5;premium;Small;Special_interest
511;06.09.2016;11955;601;0;1,23;143;0,000000;2,05;0,238;5;premium;Small;Special_interest
515;07.09.2016;11955;488;0;1,43;114;0,000000;2,94;0,234;5;premium;Small;Special_interest
519;08.09.2016;11955;437;0;0,83;117;0,000000;1,91;0,268;5;premium;Small;Special_interest
523;09.09.2016;11955;171;0;0,21;27;0,000000;1,21;0,158;5;premium;Small;Special_interest
527;10.09.2016;11955;272;0;0,85;45;0,000000;3,11;0,165;5;premium;Small;Special_interest
531;11.09.2016;11955;189;0;0,16;38;0,000000;0,84;0,201;5;premium;Small;Special_interest
535;12.09.2016;11955;506;0;0,45;86;0,000000;0,90;0,17;5;premium;Small;Special_interest
539;13.09.2016;11955;116;0;0,25;12;0,000000;2,14;0,103;5;premium;Small;Special_interest
543;14.09.2016;11955;193;0;0,54;38;0,000000;2,79;0,197;5;premium;Small;Special_interest
547;15.09.2016;11955;277;0;0,60;67;0,000000;2,15;0,242;5;premium;Small;Special_interest
550;16.09.2016;11955;288;0;0,85;75;0,000000;2,96;0,26;5;premium;Small;Special_interest
553;17.09.2016;11955;272;0;0,80;82;0,000000;2,93;0,301;5;premium;Small;Special_interest
557;18.09.2016;11955;476;0;0,89;141;0,000000;1,88;0,296;5;premium;Small;Special_interest
561;19.09.2016;11955;647;0;0,85;171;0,000000;1,32;0,264;5;premium;Small;Special_interest
565;20.09.2016;11955;19679;1;36,28;6390;0,000051;1,84;0,325;5;premium;Small;Special_interest
569;21.09.2016;11955;20993;0;51,20;6479;0,000000;2,44;0,309;5;premium;Small;Special_interest
573;22.09.2016;11955;3541;0;6,08;1164;0,000000;1,72;0,329;5;premium;Small;Special_interest
576;23.09.2016;11955;1667;0;6,01;570;0,000000;3,60;0,342;5;premium;Small;Special_interest
580;24.09.2016;11955;741;0;1,62;271;0,000000;2,18;0,366;5;premium;Small;Special_interest
584;25.09.2016;11955;846;0;2,95;328;0,000000;3,49;0,388;5;premium;Small;Special_interest
588;26.09.2016;11955;2516;0;3,69;938;0,000000;1,47;0,373;5;premium;Small;Special_interest
591;27.09.2016;11955;3281;0;4,73;1091;0,000000;1,44;0,333;5;premium;Small;Special_interest
595;28.09.2016;11955;1154;0;2,83;368;0,000000;2,45;0,319;5;premium;Small;Special_interest
599;29.09.2016;11955;942;0;3,45;302;0,000000;3,66;0,321;5;premium;Small;Special_interest
602;30.09.2016;11955;957;0;2,00;286;0,000000;2,09;0,299;5;premium;Small;Special_interest
605;01.06.2016;12055;453;0;0,94;163;0,000000;2,08;0,36;4;premium;Small;Sports
607;02.06.2016;12055;402;0;0,95;150;0,000000;2,37;0,373;4;premium;Small;Sports
609;03.06.2016;12055;372;0;1,08;150;0,000000;2,91;0,403;4;premium;Small;Sports
610;04.06.2016;12055;308;0;0,44;111;0,000000;1,44;0,36;4;premium;Small;Sports
612;05.06.2016;12055;194;0;0,37;75;0,000000;1,91;0,387;4;premium;Small;Sports
614;06.06.2016;12055;68;0;0,16;18;0,000000;2,39;0,265;4;premium;Small;Sports
617;08.08.2016;12055;116;0;0,17;23;0,000000;1,48;0,198;4;premium;Small;Sports
619;09.08.2016;12055;157;0;0,35;50;0,000000;2,25;0,318;4;premium;Small;Sports
621;10.08.2016;12055;66;0;0,12;17;0,000000;1,77;0,258;4;premium;Small;Sports
624;12.08.2016;12055;87;0;0,17;18;0,000000;2,00;0,207;4;premium;Small;Sports
639;28.08.2016;12055;201;0;0,57;68;0,000000;2,85;0,338;4;premium;Small;Sports
640;29.08.2016;12055;504;0;1,02;163;0,000000;2,03;0,323;4;premium;Small;Sports
641;30.08.2016;12055;315;0;1,06;110;0,000000;3,36;0,349;4;premium;Small;Sports
642;31.08.2016;12055;265;0;0,60;94;0,000000;2,25;0,355;4;premium;Small;Sports
606;01.09.2016;12055;212;0;0,54;50;0,000000;2,54;0,236;4;premium;Small;Sports
608;02.09.2016;12055;80;0;0,06;28;0,000000;0,77;0,35;4;premium;Small;Sports
611;04.09.2016;12055;203;0;0,55;70;0,000000;2,71;0,345;4;premium;Small;Sports
613;05.09.2016;12055;374;0;0,77;95;0,000000;2,05;0,254;4;premium;Small;Sports
615;06.09.2016;12055;290;0;0,38;93;0,000000;1,33;0,321;4;premium;Small;Sports
616;07.09.2016;12055;315;0;0,61;71;0,000000;1,95;0,225;4;premium;Small;Sports
618;08.09.2016;12055;153;0;0,38;38;0,000000;2,51;0,248;4;premium;Small;Sports
620;09.09.2016;12055;168;0;0,16;59;0,000000;0,93;0,351;4;premium;Small;Sports
622;10.09.2016;12055;207;0;0,32;59;0,000000;1,55;0,285;4;premium;Small;Sports
623;11.09.2016;12055;233;0;0,35;68;0,000000;1,50;0,292;4;premium;Small;Sports
625;12.09.2016;12055;415;0;0,26;146;0,000000;0,64;0,352;4;premium;Small;Sports
626;13.09.2016;12055;183;0;0,63;68;0,000000;3,44;0,372;4;premium;Small;Sports
627;14.09.2016;12055;167;0;0,39;56;0,000000;2,36;0,335;4;premium;Small;Sports
628;15.09.2016;12055;281;0;0,15;95;0,000000;0,55;0,338;4;premium;Small;Sports
629;16.09.2016;12055;290;0;0,38;86;0,000000;1,31;0,297;4;premium;Small;Sports
630;18.09.2016;12055;305;0;0,69;91;0,000000;2,28;0,298;4;premium;Small;Sports
631;19.09.2016;12055;341;0;0,10;113;0,000000;0,28;0,331;4;premium;Small;Sports
632;20.09.2016;12055;707;0;1,16;264;0,000000;1,64;0,373;4;premium;Small;Sports
633;21.09.2016;12055;236;0;0,47;89;0,000000;1,99;0,377;4;premium;Small;Sports
634;22.09.2016;12055;95;0;0,28;31;0,000000;2,95;0,326;4;premium;Small;Sports
635;23.09.2016;12055;81;0;0,26;21;0,000000;3,26;0,259;4;premium;Small;Sports
636;25.09.2016;12055;73;0;0,22;20;0,000000;2,99;0,274;4;premium;Small;Sports
637;26.09.2016;12055;211;0;0,66;81;0,000000;3,11;0,384;4;premium;Small;Sports
638;27.09.2016;12055;187;0;0,30;51;0,000000;1,63;0,273;4;premium;Small;Sports
669;10.06.2016;13055;171252;3;218,66;54963;0,000018;1,28;0,321;8;premium;Large;Sports
673;11.06.2016;13055;55817;0;85,22;13220;0,000000;1,53;0,237;8;premium;Large;Sports
677;12.06.2016;13055;81920;1;245,30;21267;0,000012;2,99;0,26;8;premium;Large;Sports
681;13.06.2016;13055;210747;5;333,43;51230;0,000024;1,58;0,243;8;premium;Large;Sports
685;14.06.2016;13055;36609;1;62,64;11880;0,000027;1,71;0,325;8;premium;Large;Sports
689;15.06.2016;13055;261767;11;868,30;65297;0,000042;3,32;0,249;8;premium;Large;Sports
693;16.06.2016;13055;268767;9;190,17;68510;0,000033;0,71;0,255;8;premium;Large;Sports
697;17.06.2016;13055;247256;10;540,82;66856;0,000040;2,19;0,27;8;premium;Large;Sports
701;18.06.2016;13055;143264;4;420,99;39288;0,000028;2,94;0,274;8;premium;Large;Sports
705;19.06.2016;13055;607;0;1,16;192;0,000000;1,91;0,316;8;premium;Large;Sports
709;20.06.2016;13055;205980;16;209,82;64401;0,000078;1,02;0,313;8;premium;Large;Sports
713;21.06.2016;13055;163575;7;221,34;46539;0,000043;1,35;0,285;8;premium;Large;Sports
717;22.06.2016;13055;284675;6;460,13;76888;0,000021;1,62;0,27;8;premium;Large;Sports
720;23.06.2016;13055;150421;7;373,85;51951;0,000047;2,49;0,345;8;premium;Large;Sports
724;24.06.2016;13055;96515;7;206,36;35674;0,000073;2,14;0,37;8;premium;Large;Sports
728;25.06.2016;13055;138289;4;505,63;30224;0,000029;3,66;0,219;8;premium;Large;Sports
732;26.06.2016;13055;143174;8;305,01;37863;0,000056;2,13;0,264;8;premium;Large;Sports
736;27.06.2016;13055;188738;3;216,49;60234;0,000016;1,15;0,319;8;premium;Large;Sports
740;28.06.2016;13055;133105;7;550,50;47751;0,000053;4,14;0,359;8;premium;Large;Sports
744;29.06.2016;13055;188390;7;434,03;62869;0,000037;2,30;0,334;8;premium;Large;Sports
747;30.06.2016;13055;178145;5;392,01;63924;0,000028;2,20;0,359;8;premium;Large;Sports
643;01.07.2016;13055;126041;2;316,92;43758;0,000016;2,51;0,347;8;premium;Large;Sports
646;02.07.2016;13055;112317;2;256,99;36217;0,000018;2,29;0,322;8;premium;Large;Sports
649;03.07.2016;13055;189006;7;794,74;62239;0,000037;4,20;0,329;8;premium;Large;Sports
652;04.07.2016;13055;146360;7;338,76;56358;0,000048;2,31;0,385;8;premium;Large;Sports
654;05.07.2016;13055;132895;0;34,60;48638;0,000000;0,26;0,366;8;premium;Large;Sports
657;06.07.2016;13055;134810;3;175,83;48211;0,000022;1,30;0,358;8;premium;Large;Sports
660;07.07.2016;13055;141001;8;278,59;51419;0,000057;1,98;0,365;8;premium;Large;Sports
663;08.07.2016;13055;110997;5;366,15;42228;0,000045;3,30;0,38;8;premium;Large;Sports
666;09.07.2016;13055;45145;2;142,65;18374;0,000044;3,16;0,407;8;premium;Large;Sports
670;10.07.2016;13055;76968;0;65,18;23898;0,000000;0,85;0,31;8;premium;Large;Sports
674;11.07.2016;13055;154004;6;333,41;58928;0,000039;2,16;0,383;8;premium;Large;Sports
678;12.07.2016;13055;132273;3;253,18;50728;0,000023;1,91;0,384;8;premium;Large;Sports
682;13.07.2016;13055;139963;7;389,91;55149;0,000050;2,79;0,394;8;premium;Large;Sports
686;14.07.2016;13055;166950;6;315,52;65614;0,000036;1,89;0,393;8;premium;Large;Sports
690;15.07.2016;13055;159216;6;173,06;60133;0,000038;1,09;0,378;8;premium;Large;Sports
694;16.07.2016;13055;107385;5;197,72;41177;0,000047;1,84;0,383;8;premium;Large;Sports
698;17.07.2016;13055;120938;6;24,87;47049;0,000050;0,21;0,389;8;premium;Large;Sports
702;18.07.2016;13055;182289;5;489,46;69716;0,000027;2,69;0,382;8;premium;Large;Sports
706;19.07.2016;13055;181811;9;259,91;67700;0,000050;1,43;0,372;8;premium;Large;Sports
710;20.07.2016;13055;187943;7;340,62;68675;0,000037;1,81;0,365;8;premium;Large;Sports
714;21.07.2016;13055;206184;4;560,84;73562;0,000019;2,72;0,357;8;premium;Large;Sports
718;22.07.2016;13055;157861;3;458,88;54495;0,000019;2,91;0,345;8;premium;Large;Sports
721;23.07.2016;13055;85249;7;188,23;30700;0,000082;2,21;0,36;8;premium;Large;Sports
725;24.07.2016;13055;97325;1;225,71;35990;0,000010;2,32;0,37;8;premium;Large;Sports
729;25.07.2016;13055;129939;4;239,28;47705;0,000031;1,84;0,367;8;premium;Large;Sports
733;26.07.2016;13055;102198;5;313,92;40844;0,000049;3,07;0,4;8;premium;Large;Sports
737;27.07.2016;13055;107544;3;159,24;40470;0,000028;1,48;0,376;8;premium;Large;Sports
741;28.07.2016;13055;132495;4;314,91;41331;0,000030;2,38;0,312;8;premium;Large;Sports
745;29.07.2016;13055;118908;3;320,55;42825;0,000025;2,70;0,36;8;premium;Large;Sports
748;30.07.2016;13055;32553;1;71,08;9486;0,000031;2,18;0,291;8;premium;Large;Sports
751;31.07.2016;13055;92963;1;86,24;30609;0,000011;0,93;0,329;8;premium;Large;Sports
644;01.08.2016;13055;133433;1;305,25;44340;0,000007;2,29;0,332;8;premium;Large;Sports
647;02.08.2016;13055;144517;3;240,43;48672;0,000021;1,66;0,337;8;premium;Large;Sports
650;03.08.2016;13055;148897;8;177,49;52372;0,000054;1,19;0,352;8;premium;Large;Sports
653;04.08.2016;13055;172763;4;476,13;56280;0,000023;2,76;0,326;8;premium;Large;Sports
655;05.08.2016;13055;171291;3;180,52;54276;0,000018;1,05;0,317;8;premium;Large;Sports
658;06.08.2016;13055;119453;5;200,39;37581;0,000042;1,68;0,315;8;premium;Large;Sports
661;07.08.2016;13055;131229;2;185,55;39762;0,000015;1,41;0,303;8;premium;Large;Sports
664;08.08.2016;13055;193989;3;620,96;61037;0,000015;3,20;0,315;8;premium;Large;Sports
667;09.08.2016;13055;173751;7;427,08;62061;0,000040;2,46;0,357;8;premium;Large;Sports
671;10.08.2016;13055;164802;2;493,87;54679;0,000012;3,00;0,332;8;premium;Large;Sports
675;11.08.2016;13055;143999;0;109,97;49432;0,000000;0,76;0,343;8;premium;Large;Sports
679;12.08.2016;13055;164304;3;115,66;49328;0,000018;0,70;0,3;8;premium;Large;Sports
683;13.08.2016;13055;152081;0;424,61;45352;0,000000;2,79;0,298;8;premium;Large;Sports
687;14.08.2016;13055;194657;4;487,70;62702;0,000021;2,51;0,322;8;premium;Large;Sports
691;15.08.2016;13055;222158;4;507,18;71796;0,000018;2,28;0,323;8;premium;Large;Sports
695;16.08.2016;13055;72;0;0,11;30;0,000000;1,59;0,417;8;premium;Large;Sports
699;17.08.2016;13055;203107;5;569,59;70514;0,000025;2,80;0,347;8;premium;Large;Sports
703;18.08.2016;13055;159851;4;349,40;53994;0,000025;2,19;0,338;8;premium;Large;Sports
707;19.08.2016;13055;152210;4;328,18;46507;0,000026;2,16;0,306;8;premium;Large;Sports
711;20.08.2016;13055;232166;1;405,31;51249;0,000004;1,75;0,221;8;premium;Large;Sports
715;21.08.2016;13055;232632;2;377,74;52205;0,000009;1,62;0,224;8;premium;Large;Sports
722;23.08.2016;13055;171149;8;330,58;58108;0,000047;1,93;0,34;8;premium;Large;Sports
726;24.08.2016;13055;177141;4;335,39;53353;0,000023;1,89;0,301;8;premium;Large;Sports
730;25.08.2016;13055;192063;7;404,84;53649;0,000036;2,11;0,279;8;premium;Large;Sports
734;26.08.2016;13055;202965;6;227,98;49043;0,000030;1,12;0,242;8;premium;Large;Sports
738;27.08.2016;13055;214469;6;508,31;41132;0,000028;2,37;0,192;8;premium;Large;Sports
742;28.08.2016;13055;199188;2;354,36;43041;0,000010;1,78;0,216;8;premium;Large;Sports
749;30.08.2016;13055;152995;5;260,04;52023;0,000033;1,70;0,34;8;premium;Large;Sports
752;31.08.2016;13055;255259;2;897,96;77214;0,000008;3,52;0,302;8;premium;Large;Sports
645;01.09.2016;13055;159797;2;417,59;51243;0,000013;2,61;0,321;8;premium;Large;Sports
648;02.09.2016;13055;135788;2;282,56;50652;0,000015;2,08;0,373;8;premium;Large;Sports
651;03.09.2016;13055;77364;1;184,05;28077;0,000013;2,38;0,363;8;premium;Large;Sports
656;05.09.2016;13055;166321;3;348,64;67669;0,000018;2,10;0,407;8;premium;Large;Sports
659;06.09.2016;13055;139437;4;349,89;47715;0,000029;2,51;0,342;8;premium;Large;Sports
662;07.09.2016;13055;121040;2;215,67;44651;0,000017;1,78;0,369;8;premium;Large;Sports
665;08.09.2016;13055;110895;2;184,33;36393;0,000018;1,66;0,328;8;premium;Large;Sports
668;09.09.2016;13055;179671;2;479,67;47297;0,000011;2,67;0,263;8;premium;Large;Sports
672;10.09.2016;13055;301587;1;437,30;63838;0,000003;1,45;0,212;8;premium;Large;Sports
676;11.09.2016;13055;254203;0;621,33;57037;0,000000;2,44;0,224;8;premium;Large;Sports
680;12.09.2016;13055;252643;0;393,70;81258;0,000000;1,56;0,322;8;premium;Large;Sports
684;13.09.2016;13055;285309;3;634,73;74872;0,000011;2,22;0,262;8;premium;Large;Sports
688;14.09.2016;13055;308821;0;805,62;84551;0,000000;2,61;0,274;8;premium;Large;Sports
692;15.09.2016;13055;268808;1;589,77;79168;0,000004;2,19;0,295;8;premium;Large;Sports
696;16.09.2016;13055;255771;7;287,51;73893;0,000027;1,12;0,289;8;premium;Large;Sports
700;17.09.2016;13055;294683;2;919,70;62087;0,000007;3,12;0,211;8;premium;Large;Sports
704;18.09.2016;13055;319605;3;677,72;78660;0,000009;2,12;0,246;8;premium;Large;Sports
708;19.09.2016;13055;250153;3;641,27;80617;0,000012;2,56;0,322;8;premium;Large;Sports
712;20.09.2016;13055;328297;4;731,30;79841;0,000012;2,23;0,243;8;premium;Large;Sports
716;21.09.2016;13055;408215;6;1205,30;97372;0,000015;2,95;0,239;8;premium;Large;Sports
719;22.09.2016;13055;261261;1;456,64;82960;0,000004;1,75;0,318;8;premium;Large;Sports
723;23.09.2016;13055;225881;3;705,00;56025;0,000013;3,12;0,248;8;premium;Large;Sports
727;24.09.2016;13055;318141;11;539,38;54547;0,000035;1,70;0,171;8;premium;Large;Sports
731;25.09.2016;13055;281455;3;632,85;63687;0,000011;2,25;0,226;8;premium;Large;Sports
735;26.09.2016;13055;239025;4;415,74;78155;0,000017;1,74;0,327;8;premium;Large;Sports
739;27.09.2016;13055;259123;2;682,47;67963;0,000008;2,63;0,262;8;premium;Large;Sports
743;28.09.2016;13055;220650;1;275,04;50948;0,000005;1,25;0,231;8;premium;Large;Sports
746;29.09.2016;13055;157371;0;264,22;44334;0,000000;1,68;0,282;8;premium;Large;Sports
750;30.09.2016;13055;156552;3;404,70;40661;0,000019;2,59;0,26;8;premium;Large;Sports
753;01.06.2016;21555;9396;2;19,17;2869;0,000213;2,04;0,305;9;non-premium;Small;General_interest
757;02.06.2016;21555;17115;3;41,81;6924;0,000175;2,44;0,405;9;non-premium;Small;General_interest
761;03.06.2016;21555;10376;1;5,58;3624;0,000096;0,54;0,349;9;non-premium;Small;General_interest
765;04.06.2016;21555;5137;0;17,41;1832;0,000000;3,39;0,357;9;non-premium;Small;General_interest
769;05.06.2016;21555;7309;0;18,55;2483;0,000000;2,54;0,34;9;non-premium;Small;General_interest
773;06.06.2016;21555;7213;0;10,59;2224;0,000000;1,47;0,308;9;non-premium;Small;General_interest
777;07.06.2016;21555;11839;0;24,11;3884;0,000000;2,04;0,328;9;non-premium;Small;General_interest
781;08.06.2016;21555;7333;2;8,96;2406;0,000273;1,22;0,328;9;non-premium;Small;General_interest
785;09.06.2016;21555;4059;0;9,08;1262;0,000000;2,24;0,311;9;non-premium;Small;General_interest
789;10.06.2016;21555;2114;0;3,20;345;0,000000;1,51;0,163;9;non-premium;Small;General_interest
793;11.06.2016;21555;4681;1;13,99;1525;0,000214;2,99;0,326;9;non-premium;Small;General_interest
797;12.06.2016;21555;6135;0;16,54;2105;0,000000;2,70;0,343;9;non-premium;Small;General_interest
801;13.06.2016;21555;8397;1;16,21;3301;0,000119;1,93;0,393;9;non-premium;Small;General_interest
805;14.06.2016;21555;8018;1;23,51;3042;0,000125;2,93;0,379;9;non-premium;Small;General_interest
809;15.06.2016;21555;7377;0;11,46;2790;0,000000;1,55;0,378;9;non-premium;Small;General_interest
813;16.06.2016;21555;9302;0;14,67;3286;0,000000;1,58;0,353;9;non-premium;Small;General_interest
817;17.06.2016;21555;4691;1;8,96;1816;0,000213;1,91;0,387;9;non-premium;Small;General_interest
821;18.06.2016;21555;2411;1;9,07;792;0,000415;3,76;0,328;9;non-premium;Small;General_interest
825;19.06.2016;21555;1430;0;3,59;369;0,000000;2,51;0,258;9;non-premium;Small;General_interest
829;20.06.2016;21555;2690;0;6,72;890;0,000000;2,50;0,331;9;non-premium;Small;General_interest
833;21.06.2016;21555;2133;0;0,16;565;0,000000;0,08;0,265;9;non-premium;Small;General_interest
837;22.06.2016;21555;2843;2;7,44;766;0,000703;2,62;0,269;9;non-premium;Small;General_interest
840;23.06.2016;21555;4334;0;12,29;2042;0,000000;2,84;0,471;9;non-premium;Small;General_interest
843;24.06.2016;21555;6413;0;3,48;2573;0,000000;0,54;0,401;9;non-premium;Small;General_interest
846;25.06.2016;21555;3302;0;6,14;897;0,000000;1,86;0,272;9;non-premium;Small;General_interest
849;26.06.2016;21555;1046;0;2,17;227;0,000000;2,08;0,217;9;non-premium;Small;General_interest
852;27.06.2016;21555;1850;0;1,85;681;0,000000;1,00;0,368;9;non-premium;Small;General_interest
855;28.06.2016;21555;1021;0;2,42;304;0,000000;2,37;0,298;9;non-premium;Small;General_interest
858;29.06.2016;21555;1477;1;3,12;522;0,000677;2,11;0,353;9;non-premium;Small;General_interest
861;30.06.2016;21555;3269;0;8,38;1601;0,000000;2,56;0,49;9;non-premium;Small;General_interest
754;01.07.2016;21555;4608;0;10,69;2016;0,000000;2,32;0,438;9;non-premium;Small;General_interest
758;02.07.2016;21555;857;0;1,64;190;0,000000;1,91;0,222;9;non-premium;Small;General_interest
762;03.07.2016;21555;1352;0;4,26;752;0,000000;3,15;0,556;9;non-premium;Small;General_interest
766;04.07.2016;21555;2279;0;2,08;1030;0,000000;0,91;0,452;9;non-premium;Small;General_interest
770;05.07.2016;21555;2994;0;1,07;1372;0,000000;0,36;0,458;9;non-premium;Small;General_interest
774;06.07.2016;21555;1715;0;3,99;845;0,000000;2,33;0,493;9;non-premium;Small;General_interest
778;07.07.2016;21555;1512;0;1,22;689;0,000000;0,81;0,456;9;non-premium;Small;General_interest
782;08.07.2016;21555;3055;0;8,82;1298;0,000000;2,89;0,425;9;non-premium;Small;General_interest
786;09.07.2016;21555;558;0;0,82;199;0,000000;1,48;0,357;9;non-premium;Small;General_interest
790;10.07.2016;21555;1299;0;0,95;461;0,000000;0,73;0,355;9;non-premium;Small;General_interest
794;11.07.2016;21555;4448;0;12,18;1959;0,000000;2,74;0,44;9;non-premium;Small;General_interest
798;12.07.2016;21555;2177;2;3,89;947;0,000919;1,79;0,435;9;non-premium;Small;General_interest
802;13.07.2016;21555;2069;0;4,22;749;0,000000;2,04;0,362;9;non-premium;Small;General_interest
806;14.07.2016;21555;2210;0;4,64;902;0,000000;2,10;0,408;9;non-premium;Small;General_interest
810;15.07.2016;21555;1668;0;3,41;722;0,000000;2,04;0,433;9;non-premium;Small;General_interest
814;16.07.2016;21555;566;0;0,66;214;0,000000;1,17;0,378;9;non-premium;Small;General_interest
818;17.07.2016;21555;877;0;1,12;420;0,000000;1,27;0,479;9;non-premium;Small;General_interest
822;18.07.2016;21555;594;0;1,04;177;0,000000;1,75;0,298;9;non-premium;Small;General_interest
826;19.07.2016;21555;614;0;1,70;258;0,000000;2,77;0,42;9;non-premium;Small;General_interest
830;20.07.2016;21555;2042;0;2,67;812;0,000000;1,31;0,398;9;non-premium;Small;General_interest
834;21.07.2016;21555;2424;0;2,92;784;0,000000;1,21;0,323;9;non-premium;Small;General_interest
838;22.07.2016;21555;2419;0;7,69;820;0,000000;3,18;0,339;9;non-premium;Small;General_interest
841;23.07.2016;21555;901;0;1,39;243;0,000000;1,54;0,27;9;non-premium;Small;General_interest
844;24.07.2016;21555;1919;0;5,25;788;0,000000;2,74;0,411;9;non-premium;Small;General_interest
847;25.07.2016;21555;998;0;2,99;197;0,000000;2,99;0,197;9;non-premium;Small;General_interest
850;26.07.2016;21555;2185;0;5,72;776;0,000000;2,62;0,355;9;non-premium;Small;General_interest
853;27.07.2016;21555;613;0;1,72;64;0,000000;2,81;0,104;9;non-premium;Small;General_interest
856;28.07.2016;21555;1385;1;2,76;516;0,000722;1,99;0,373;9;non-premium;Small;General_interest
859;29.07.2016;21555;405;0;0,93;43;0,000000;2,29;0,106;9;non-premium;Small;General_interest
862;30.07.2016;21555;447;0;0,50;155;0,000000;1,12;0,347;9;non-premium;Small;General_interest
864;31.07.2016;21555;1325;0;2,45;435;0,000000;1,85;0,328;9;non-premium;Small;General_interest
755;01.08.2016;21555;3656;0;7,61;1684;0,000000;2,08;0,461;9;non-premium;Small;General_interest
759;02.08.2016;21555;4675;0;5,77;2190;0,000000;1,23;0,468;9;non-premium;Small;General_interest
763;03.08.2016;21555;5294;0;7,01;2481;0,000000;1,32;0,469;9;non-premium;Small;General_interest
767;04.08.2016;21555;5659;0;18,44;2354;0,000000;3,26;0,416;9;non-premium;Small;General_interest
771;05.08.2016;21555;3757;0;6,83;1640;0,000000;1,82;0,437;9;non-premium;Small;General_interest
775;06.08.2016;21555;1525;0;2,04;661;0,000000;1,34;0,433;9;non-premium;Small;General_interest
779;07.08.2016;21555;1771;0;4,68;817;0,000000;2,64;0,461;9;non-premium;Small;General_interest
783;08.08.2016;21555;3515;0;7,87;1535;0,000000;2,24;0,437;9;non-premium;Small;General_interest
787;09.08.2016;21555;2762;1;5,56;1159;0,000362;2,01;0,42;9;non-premium;Small;General_interest
791;10.08.2016;21555;4266;0;10,06;1672;0,000000;2,36;0,392;9;non-premium;Small;General_interest
795;11.08.2016;21555;3661;0;6,50;1436;0,000000;1,78;0,392;9;non-premium;Small;General_interest
799;12.08.2016;21555;5829;1;24,87;2252;0,000172;4,27;0,386;9;non-premium;Small;General_interest
803;13.08.2016;21555;2582;0;5,09;1038;0,000000;1,97;0,402;9;non-premium;Small;General_interest
